test_class,test_dosya,test_hedef,train_class,en_benzer_train_dosya,train_hedef,hamming_mesafesi
Class5,0371.PNG,kusursuz,Class5,0649.PNG,kusursuz,0
Class5,0372.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0374.PNG,kusursuz,Class5,0623.PNG,kusursuz,0
Class5,0375.PNG,kusursuz,Class5,0600.PNG,kusursuz,0
Class5,0378.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0380.PNG,kusursuz,Class5,0624.PNG,kusursuz,0
Class5,0381.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0382.PNG,kusursuz,Class5,0630.PNG,kusursuz,0
Class5,0383.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0387.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0388.PNG,kusursuz,Class5,0858.PNG,kusursuz,0
Class5,0389.PNG,kusursuz,Class5,0630.PNG,kusursuz,0
Class5,0390.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0391.PNG,kusursuz,Class5,0618.PNG,kusursuz,0
Class5,0394.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0395.PNG,kusursuz,Class5,0820.PNG,kusursuz,0
Class5,0397.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0398.PNG,kusursuz,Class5,1034.PNG,kusursuz,0
Class5,0399.PNG,kusursuz,Class5,0935.PNG,kusursuz,0
Class5,0401.PNG,kusursuz,Class5,0604.PNG,kusursuz,0
Class5,0403.PNG,kusursuz,Class5,0630.PNG,kusursuz,0
Class5,0405.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0406.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0407.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0409.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0410.PNG,kusursuz,Class5,0975.PNG,kusurlu,0
Class5,0411.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0416.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0417.PNG,kusursuz,Class5,0820.PNG,kusursuz,0
Class5,0418.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0419.PNG,kusurlu,Class5,1130.PNG,kusursuz,0
Class5,0420.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0421.PNG,kusursuz,Class5,0593.PNG,kusursuz,0
Class5,0422.PNG,kusursuz,Class5,1145.PNG,kusurlu,0
Class5,0423.PNG,kusursuz,Class5,0656.PNG,kusursuz,0
Class5,0424.PNG,kusursuz,Class5,0656.PNG,kusursuz,0
Class5,0425.PNG,kusursuz,Class5,0583.PNG,kusursuz,0
Class5,0426.PNG,kusursuz,Class5,0623.PNG,kusursuz,0
Class5,0427.PNG,kusursuz,Class5,0756.PNG,kusursuz,0
Class5,0429.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0430.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0431.PNG,kusurlu,Class5,0625.PNG,kusursuz,0
Class5,0432.PNG,kusursuz,Class5,1000.PNG,kusursuz,0
Class5,0433.PNG,kusursuz,Class5,1139.PNG,kusursuz,0
Class5,0434.PNG,kusursuz,Class5,1000.PNG,kusursuz,0
Class5,0435.PNG,kusursuz,Class5,0808.PNG,kusursuz,0
Class5,0437.PNG,kusursuz,Class5,1047.PNG,kusursuz,0
Class5,0438.PNG,kusursuz,Class5,0615.PNG,kusursuz,0
Class5,0439.PNG,kusursuz,Class5,0780.PNG,kusurlu,0
Class5,0440.PNG,kusursuz,Class5,0662.PNG,kusursuz,0
Class5,0441.PNG,kusursuz,Class5,0604.PNG,kusursuz,0
Class5,0442.PNG,kusursuz,Class5,0702.PNG,kusursuz,0
Class5,0443.PNG,kusursuz,Class5,0935.PNG,kusursuz,0
Class5,0444.PNG,kusursuz,Class5,0734.PNG,kusursuz,0
Class5,0445.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0446.PNG,kusursuz,Class5,0734.PNG,kusursuz,0
Class5,0447.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0448.PNG,kusursuz,Class5,0712.PNG,kusursuz,0
Class5,0449.PNG,kusursuz,Class5,0994.PNG,kusursuz,0
Class5,0450.PNG,kusursuz,Class5,0585.PNG,kusursuz,0
Class5,0451.PNG,kusursuz,Class5,0847.PNG,kusursuz,0
Class5,0452.PNG,kusurlu,Class5,0598.PNG,kusursuz,0
Class5,0453.PNG,kusursuz,Class5,0660.PNG,kusursuz,0
Class5,0454.PNG,kusursuz,Class5,0697.PNG,kusursuz,0
Class5,0456.PNG,kusursuz,Class5,0643.PNG,kusursuz,0
Class5,0458.PNG,kusursuz,Class5,0741.PNG,kusurlu,0
Class5,0459.PNG,kusursuz,Class5,0612.PNG,kusursuz,0
Class5,0461.PNG,kusursuz,Class5,0718.PNG,kusursuz,0
Class5,0463.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0465.PNG,kusursuz,Class5,0641.PNG,kusursuz,0
Class5,0466.PNG,kusursuz,Class5,0581.PNG,kusursuz,0
Class5,0467.PNG,kusursuz,Class5,0707.PNG,kusursuz,0
Class5,0468.PNG,kusurlu,Class5,0635.PNG,kusurlu,0
Class5,0470.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0471.PNG,kusursuz,Class5,0623.PNG,kusursuz,0
Class5,0472.PNG,kusursuz,Class5,1145.PNG,kusurlu,0
Class5,0474.PNG,kusursuz,Class5,0992.PNG,kusursuz,0
Class5,0476.PNG,kusursuz,Class5,0825.PNG,kusursuz,0
Class5,0477.PNG,kusursuz,Class5,0612.PNG,kusursuz,0
Class5,0478.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0479.PNG,kusursuz,Class5,0718.PNG,kusursuz,0
Class5,0480.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0482.PNG,kusursuz,Class5,0685.PNG,kusursuz,0
Class5,0483.PNG,kusursuz,Class5,0593.PNG,kusursuz,0
Class5,0484.PNG,kusursuz,Class5,0660.PNG,kusursuz,0
Class5,0485.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0487.PNG,kusursuz,Class5,0717.PNG,kusursuz,0
Class5,0488.PNG,kusursuz,Class5,0750.PNG,kusursuz,0
Class5,0490.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0492.PNG,kusursuz,Class5,0943.PNG,kusursuz,0
Class5,0493.PNG,kusurlu,Class5,0657.PNG,kusursuz,0
Class5,0494.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0495.PNG,kusurlu,Class5,0750.PNG,kusursuz,0
Class5,0496.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0498.PNG,kusursuz,Class5,0757.PNG,kusursuz,0
Class5,0499.PNG,kusursuz,Class5,0815.PNG,kusursuz,0
Class5,0500.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0501.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0502.PNG,kusursuz,Class5,0606.PNG,kusursuz,0
Class5,0503.PNG,kusurlu,Class5,1145.PNG,kusurlu,0
Class5,0504.PNG,kusursuz,Class5,0935.PNG,kusursuz,0
Class5,0505.PNG,kusursuz,Class5,0647.PNG,kusursuz,0
Class5,0508.PNG,kusursuz,Class5,0608.PNG,kusursuz,0
Class5,0509.PNG,kusursuz,Class5,0913.PNG,kusursuz,0
Class5,0510.PNG,kusursuz,Class5,0585.PNG,kusursuz,0
Class5,0511.PNG,kusursuz,Class5,0640.PNG,kusursuz,0
Class5,0512.PNG,kusursuz,Class5,0815.PNG,kusursuz,0
Class5,0513.PNG,kusursuz,Class5,0585.PNG,kusursuz,0
Class5,0515.PNG,kusursuz,Class5,1139.PNG,kusursuz,0
Class5,0518.PNG,kusursuz,Class5,1084.PNG,kusursuz,0
Class5,0519.PNG,kusursuz,Class5,0581.PNG,kusursuz,0
Class5,0520.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0522.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0526.PNG,kusursuz,Class5,0702.PNG,kusursuz,0
Class5,0527.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0528.PNG,kusursuz,Class5,0595.PNG,kusursuz,0
Class5,0530.PNG,kusursuz,Class5,0656.PNG,kusursuz,0
Class5,0531.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0532.PNG,kusurlu,Class5,0649.PNG,kusursuz,0
Class5,0533.PNG,kusursuz,Class5,0615.PNG,kusursuz,0
Class5,0535.PNG,kusursuz,Class5,1102.PNG,kusurlu,0
Class5,0536.PNG,kusursuz,Class5,0583.PNG,kusursuz,0
Class5,0537.PNG,kusursuz,Class5,0718.PNG,kusursuz,0
Class5,0538.PNG,kusursuz,Class5,1026.PNG,kusurlu,0
Class5,0539.PNG,kusursuz,Class5,1029.PNG,kusursuz,0
Class5,0540.PNG,kusurlu,Class5,0692.PNG,kusursuz,0
Class5,0541.PNG,kusursuz,Class5,0660.PNG,kusursuz,0
Class5,0545.PNG,kusursuz,Class5,0660.PNG,kusursuz,0
Class5,0546.PNG,kusursuz,Class5,0623.PNG,kusursuz,0
Class5,0548.PNG,kusursuz,Class5,0809.PNG,kusursuz,0
Class5,0549.PNG,kusursuz,Class5,0610.PNG,kusursuz,0
Class5,0551.PNG,kusursuz,Class5,0858.PNG,kusursuz,0
Class5,0556.PNG,kusursuz,Class5,0718.PNG,kusursuz,0
Class5,0557.PNG,kusursuz,Class5,0815.PNG,kusursuz,0
Class5,0558.PNG,kusursuz,Class5,0631.PNG,kusursuz,0
Class5,0559.PNG,kusurlu,Class5,1041.PNG,kusursuz,0
Class5,0560.PNG,kusursuz,Class5,0584.PNG,kusursuz,0
Class5,0561.PNG,kusursuz,Class5,0598.PNG,kusursuz,0
Class5,0562.PNG,kusursuz,Class5,0621.PNG,kusursuz,0
Class5,0563.PNG,kusursuz,Class5,0593.PNG,kusursuz,0
Class5,0565.PNG,kusursuz,Class5,0623.PNG,kusursuz,0
Class5,0566.PNG,kusursuz,Class5,0576.PNG,kusursuz,0
Class5,0567.PNG,kusursuz,Class5,0625.PNG,kusursuz,0
Class5,0568.PNG,kusursuz,Class5,0649.PNG,kusursuz,0
Class5,0569.PNG,kusursuz,Class5,0632.PNG,kusursuz,0
Class5,0571.PNG,kusursuz,Class5,0692.PNG,kusursuz,0
Class5,0573.PNG,kusursuz,Class5,0641.PNG,kusursuz,0
Class5,0574.PNG,kusursuz,Class5,0585.PNG,kusursuz,0
